puzzle,category,date
THE APPLE DOESN'T FALL FAR FROM THE TREE,Phrase,5/6/05
NON-STICK FRYING PAN,Around The House,5/6/05
WATERPROOF SUNSCREEN,Thing,5/9/05
THE SOUTHERN HEMISPHERE,On The Map,5/9/05
LIGHTNING NEVER STRIKES TWICE-BAKED POTATOES,Before & After,5/9/05
BEFORE THEY WERE STARS,Show Biz,5/9/05
FINDERS KEEPERS LOSERS WEEPERS,Rhyme Time,5/10/05
ROYALS CAPTURE WORLD SERIES CROWN,The 80'S,5/10/05
COOKIE MONSTER TRUCK RALLY,Before & After,5/10/05
AUDIENCE PARTICIPATION,Show Biz,5/10/05
OVERWHELMED WITH EXCITEMENT,Phrase,5/11/05
HARLEY-DAVIDSON MOTORCYCLE,Thing,5/11/05
FALLING ASLEEP TO THE SOUND OF THE OCEAN,Event,5/11/05
LITTLE HOUSE ON THE PRAIRIE,Title,5/11/05
COTTON FLANNEL SHEET MUSIC,Before & After,5/12/05
A PITCHER OF SANGRIA,On The Menu,5/12/05
SEASON-TICKET & TOOTHBRUSH HOLDER,Same Name,5/12/05
DAZZLING FIREWORKS SHOW,Event,5/13/05
A NOVEL ON THE NIGHTSTAND,Around The House,5/13/05
AND THAT'S ALL SHE WROTE,Phrase,5/13/05
LEARNING TO DANCE THE TANGO,Fun & Games,5/16/05
I BEFORE E EXCEPT AFTER C,Rhyme Time,5/16/05
WHERE THE DEER AND THE ANTELOPE PLAY TWISTER,Before & After,5/16/05
DISTINGUISHED ALUMNI,People,5/16/05
TERM PAPER DOLLS,Before & After,5/17/05
AVAILABLE ON VIDEO AND DVD,Show Biz,5/17/05
WHEN IN ROME DO AS THE ROMANS DO,Phrase,5/17/05
A FOND FAREWELL,Thing,5/17/05
SIPPING HOT COCOA BY THE FIRE,Fun & Games,5/18/05
FINANCIAL & BAND-AID,Same Name,5/18/05
PROUD PARENTS,People,5/18/05
THE ANNUAL RUNNING OF THE BULLS,Fun & Games,5/19/05
FORBIDDEN FRUIT SMOOTHIES,Before & After,5/19/05
SUBMITTING AN ASSIGNMENT BY E-MAIL,Event,5/19/05
TEEN STAR LINDSAY LOHAN,Proper Name,5/19/05
BREAKFAST SERVED ALL DAY,On The Menu,5/20/05
FRATERNITY ROW ROW ROW YOUR BOAT,Before & After,5/20/05
APPLYING FOR A PASSPORT,Event,5/20/05
T-SHIRTS AND BLUE JEANS,Around The House,5/20/05
EXPENSE & EYEWITNESS ACCOUNT,Same Name,5/23/05
INDIANAPOLIS MOTOR SPEEDWAY,Landmark,5/23/05
WILL SMITH AS HITCH,Star & Role,5/23/05
HAIR MAKEUP & WARDROBE,Show Biz,5/24/05
BRAISED LAMB SHANK WITH ROASTED VEGETABLES,On The Menu,5/24/05
AMATEUR GOLF TOURNAMENT,Fun & Games,5/24/05
PREHISTORIC CAVE PAINTING,Thing,5/24/05
I AM SIXTEEN GOING ON SEVENTEEN,Song Lyrics,5/25/05
MARTIAL ARTS FILM STAR BRUCE LEE,The 70'S,5/25/05
THROWING OUT THE CEREMONIAL FIRST PITCH,Event,5/25/05
HBO SHOWTIME & CINEMAX,Titles,5/25/05
TROPICAL-PRINT SILK SHIRT,Thing,5/26/05
SCIENCE FICTION CONVENTION,Event,5/26/05
LIKE A BOLT FROM THE BLUE CHEESE,Before & After,5/26/05
BEDSIDE TABLE LAMP,Around The House,5/26/05
LUNCH SPECIAL EFFECTS,Before & After,5/27/05
CERTIFIED YOGA INSTRUCTOR,Occupation,5/27/05
A SPOONFUL OF SUGAR HELPS THE MEDICINE GO DOWN,Song Lyrics,5/27/05
LUKE SKYWALKER,Fictional Character,5/27/05
WORLD WRESTLING ENTERTAINMENT,Show Biz,5/30/05
NOT TO BE USED AS A FLOTATION DEVICE,Phrase,5/30/05
THE INTERNATIONAL SPACE STATION,Place,5/31/05
HOME SWEET HOME THEATER SYSTEM,Before & After,5/31/05
HALF-DAY SNORKELING EXCURSION,Fun & Games,5/31/05
GETTING YOUR SEA LEGS,Phrase,5/31/05
HALLMARK GOLD CROWN STORE,Place,6/1/05
STUBBORN AS A MULE,Phrase,6/1/05
MONOPOLY MONEY,Fun & Games,6/1/05
THE COMMONWEALTH OF VIRGINIA,On The Map,6/2/05
CHARTERING A FISHING BOAT,Fun & Games,6/2/05
ALL I REALLY NEED TO KNOW I LEARNED IN KINDERGARTEN,Best Seller,6/2/05
JAPANESE GARDEN,Place,6/2/05
RETIREMENT PARTY,Event,6/2/05
PEGASUS THE WINGED HORSE,Fictional Character,6/3/05
YOU CAN'T JUDGE A BOOK BY ITS COVER,Phrase,6/3/05
THE CLINTON PRESIDENTIAL LIBRARY AND MUSEUM,Landmark,6/3/05
MEMORABILIA DISPLAY CASE,Thing,6/3/05
LUXURY BOX OF KLEENEX,Before & After,9/12/05
DANCING WITH THE STARS,Tv Title,9/12/05
FULL DAY GUIDED KAYAK TOUR,Fun & Games,9/12/05
WE'RE OFF TO A FLYING START,Phrase,9/13/05
BEIN' GREEN BY KERMIT THE FROG,Song/Artist,9/13/05
CHOPPED TOMATO AND ONION SALAD,On The Menu,9/13/05
HARTFORD CONNECTICUT,On The Map,9/13/05
GRILLED FISH TACOS,On The Menu,9/14/05
MONKEY & SINGLES BARS,Same Name,9/14/05
BEN AFFLECK & JENNIFER GARNER,Husband & Wife,9/14/05
COLLEGE ENTRANCE EXAM,Thing,9/14/05
MY MOUTH IS WATERING THE LAWN,Before & After,9/15/05
A FAMILY OF BLACK BEARS,Living Things,9/15/05
WINNING ISN'T EVERYTHING,Phrase,9/15/05
RADIO-CONTROLLED CAR,Fun & Games,9/16/05
INVITATION TO THE CAPTAIN'S TABLE,Thing,9/16/05
MIGHT MAKES RIGHT,Rhyme Time,9/16/05
GAME-WINNING TOUCHDOWN PASS,Thing,9/19/05
YOU CAN'T HANDLE THE TRUTH OR DARE,Before & After,9/19/05
ROASTED & SALTED MACADAMIAS,Things,9/19/05
TECHNICAL KNOCKOUT,Fun & Games,9/19/05
CANADA'S NORTHWEST TERRITORIES,On The Map,9/20/05
DISPOSABLE WATERPROOF CAMERA,Thing,9/20/05
CLOSED-CAPTIONING FOR THE HEARING IMPAIRED,Phrase,9/20/05
COURTROOM SKETCH ARTIST,Occupation,9/20/05
WHALE SHARKS & MANTA RAYS,Living Things,9/21/05
JOHNNY DEPP AS WILLY WONKA,Star & Role,9/21/05
FEATURE-LENGTH DOCUMENTARY,Show Biz,9/22/05
FRESH ASPARAGUS WITH HOLLANDAISE SAUCE,On The Menu,9/22/05
I'M SITTIN' ON THE DOCK OF THE BAY,Song Lyrics,9/22/05
THREE-BEDROOM APARTMENT,Place,9/22/05
HOW SWEET IT IS,Phrase,9/22/05
WET BEHIND THE EARS,Phrase,9/22/05
CELEBRITY ENDORSEMENT,Show Biz,9/23/05
BEING SERENADED BY A MARIACHI BAND,Event,9/23/05
BUFFALO & THE WIND BENEATH MY WINGS,Same Name,9/23/05
PUBLIC OPINION,Thing,9/23/05
HOT BUTTERED ROLLS-ROYCE,Before & After,9/26/05
MYSTERIOUS DRAMA SERIES,Show Biz,9/26/05
DEATH DEFYING CLIFF-DIVERS,People,9/26/05
LASER EYE SURGERY,Event,9/26/05
NATURAL RESOURCES,Things,9/27/05
FROZEN TROPICAL DRINKS,On The Menu,9/27/05
TOO MUCH INFORMATION DESK,Before & After,9/27/05
KEEP IT SHORT AND SWEET,Phrase,9/27/05
SPECTACULAR VOLCANIC MOUNTAINS,Places,9/28/05
BUFFALO & CREDIT CARD BILL,Same Name,9/28/05
PLEASE SILENCE ALL CELL PHONES AND PAGERS,Phrase,9/28/05
ELVIS PRESLEY IMPERSONATOR,Show Biz,9/28/05
COMMON MISSPELLINGS,Things,9/29/05
SULTRY FLAMENCO DANCERS,People,9/29/05
PRIVATE INVESTIGATOR,Occupation,9/29/05
COMIC RELIEF PITCHER,Before & After,9/30/05
WHERE HAVE YOU BEEN ALL MY LIFE?,Phrase,9/30/05
OPEN WATER SCUBA INSTRUCTOR,Occupation,9/30/05
ELECTRIC TEAKETTLE,Around The House,9/30/05
TURKEY MEAT LOAF,On The Menu,9/30/05
AUSTRALIAN CATTLE DOG,Living Thing,10/3/05
RENTING SNORKELING GEAR,Fun & Games,10/3/05
MONKEY SEE MONKEY DO THE HUSTLE,Before & After,10/3/05
MINESTRONE SOUP,On The Menu,10/3/05
A GERMAN-ENGLISH DICTIONARY,Thing,10/4/05
EMOTIONAL BAGGAGE CLAIM,Before & After,10/4/05
POLITICAL CARTOONIST,Person,10/4/05
LOVE AT FIRST SIGHT,Phrase,10/4/05
THANK YOUR LUCKY STARS,Phrase,10/5/05
THE LION & BURGER KING,Same Name,10/5/05
CHOCOLATE RASPBERRY LAYER CAKE,On The Menu,10/5/05
PRINCIPALITY OF MONACO,On The Map,10/5/05
BIKINI TOP SECRET,Before & After,10/6/05
POWDERED LAUNDRY DETERGENT,Around The House,10/6/05
WARM CORN ON FLOUR TORTILLAS,On The Menu,10/6/05
COMMEMORATIVE STAMPS,Things,10/6/05
FAMILY STYLE RESTAURANT,Place,10/7/05
WITHOUT A CARE IN THE WORLD,Phrase,10/7/05
EXECUTIVE DIRECTOR OF A NONPROFIT ORGANIZATION,Occupation,10/7/05
INSTANT HAND SANITIZER,Thing,10/7/05
TRAFFIC LIGHT SNACK,Before & After,10/10/05
SCISSORS THIMBLE NEEDLE AND THREAD,Around The House,10/10/05
A PAIR OF HAND-PAINTED MARACAS,Things,10/10/05
SCIENTIFIC BREAKTHROUGH,Event,10/10/05
LOCALLY GROWN COFFEE,On The Menu,10/11/05
BOB & ELIZABETH DOLE,Husband & Wife,10/11/05
APPEARING ON THE COVER OF ENTERTAINMENT WEEKLY,Show Biz,10/11/05
HIGH SCHOOL SWEETHEARTS,People,10/11/05
GETTING AWAY FROM IT ALL,Phrase,10/12/05
ASIAN VEGETABLE STIR-FRY,On The Menu,10/12/05
COLONEL MUSTARD AND PROFESSOR PLUM,Fictional Characters,10/12/05
INSTALLING NEW SOFTWARE,Event,10/12/05
DEPARTMENT STORE DRESSING ROOM,Place,10/13/05
BEAUTIFUL NATURAL SURROUNDINGS,Phrase,10/13/05
THE BLACK HILLS OF SOUTH DAKOTA,On The Map,10/13/05
PRINT ADVERTISING,Thing,10/13/05
FIBERGLASS INSULATION,Around The House,10/13/05
PIGGY BANK SECURITY GUARD,Before & After,10/14/05
THE SQUEAKY WHEEL GETS THE GREASE,Phrase,10/14/05
ARCHERY TARGET,Fun & Games,10/14/05
PAYING BILLS ONLINE,Event,10/17/05
RED-AND-WHITE-STRIPED BEACH TOWEL,Thing,10/17/05
BRAD PITT & ANGELINA JOLIE AS MR. & MRS. SMITH,Stars & Roles,10/17/05
GREAT-GRANDPARENTS,People,10/17/05
THE HUMAN & NASCAR RACE,Same Name,10/18/05
FLIGHT ATTENDANTS PREPARE FOR LANDING,Phrase,10/18/05
THE COLORS OF THE RAINBOW,Things,10/18/05
ADMINISTRATIVE ASSISTANT,Occupation,10/19/05
EYE-POPPING SCENERY,Thing,10/19/05
EIGHT BALL IN THE CORNER POCKET,Fun & Games,10/19/05
EVERYTHING IN MODERATION,Phrase,10/19/05
NEW JERSEY DINER,Place,10/19/05
THE PURPOSE-DRIVEN LIFE,Best Seller,10/20/05
CLAMS ON THE HALF SHELL,On The Menu,10/20/05
NATIONAL HOCKEY LEAGUE COMMISSIONER,Person,10/20/05
MARY-KATE & ASHLEY OLSEN,Family,10/20/05
A WHIRLWIND ROMANCE,Thing,10/21/05
ROASTED VEGETABLE LASAGNA,On The Menu,10/21/05
PRIME MINISTER OF NEW ZEALAND,Occupation,10/21/05
TEEN HEARTTHROB,Person,10/21/05
COMMERCIAL & SPRING BREAK,Same Name,10/24/05
A RIDE ON A DOUBLE-DECKER BUS,Event,10/24/05
BRINGING LAUNDRY HOME TO MOM AND DAD,College Life,10/24/05
RAIN FOREST WILDLIFE,Living Things,10/25/05
PULLING AN ALL-NIGHTER,College Life,10/25/05
GRAMMY AWARD-WINNING BRITISH BAND COLDPLAY,Rock On!,10/25/05
READ BETWEEN THE LINES,Phrase,10/25/05
ACTOR VINCE VAUGHN,Proper Name,10/26/05
DRUM & DECLARING A MAJOR,Same Name,10/26/05
NO TWO SNOWFLAKES ARE ALIKE,Phrase,10/26/05
CRUNCHY THIN CRUST PIZZA,On The Menu,10/26/05
BACHELOR'S DEGREE OF DIFFICULTY,Before & After,10/27/05
THE PACIFIC COAST,On The Map,10/27/05
ASSOCIATE PROFESSOR,Occupation,10/28/05
TAKING AN AFTERNOON SIESTA,Event,10/28/05
FLOPPY DISK DRIVE-THRU RESTAURANT,Before & After,10/28/05
STUDENT GOVERNMENT,College Life,10/28/05
BETTER SAFE THAN SORRY,Phrase,10/28/05
THRILLING OVERTIME VICTORY,Event,10/31/05
THAT'S THE WAY THE BALL BOUNCES,Phrase,10/31/05
FRESHLY SQUEEZED GRAPEFRUIT JUICE,On The Menu,10/31/05
THE OLD NEIGHBORHOOD,Place,10/31/05
THE LAND OF LEPRECHAUNS,Place,11/1/05
THREE-POINT SHOT IN THE ARM,Before & After,11/1/05
FORMER EMPLOYER,Person,11/1/05
HOW'S THE WEATHER UP THERE?,Phrase,11/2/05
BUSTLING OUTDOOR MARKET,Place,11/2/05
MAKE MINE A DOUBLE DRIBBLE,Before & After,11/2/05
MARYLAND CRAB CAKES,On The Menu,11/2/05
COURTSIDE AT MADISON SQUARE GARDEN,Place,11/3/05
CEILING FAN APPRECIATION DAY,Before & After,11/3/05
SPINACH SALAD WITH WARM BACON DRESSING,On The Menu,11/3/05
UNLEADED GASOLINE,Thing,11/3/05
GUITAR & TOP DRAFT,Same Name,11/4/05
PLUNGING WATERFALLS AND LUSH VALLEYS,Things,11/4/05
CATTLE RANCH,Place,11/4/05
ROOT BEER & MARDI GRAS FLOAT,Same Name,11/7/05
A WORKING PINEAPPLE PLANTATION,Place,11/7/05
THE FUNKY CHICKEN SALAD SANDWICH,Before & After,11/7/05
THE FLORIDA PANHANDLE,On The Map,11/7/05
PANCAKE HOUSE OF THE RISING SUN,Before & After,11/8/05
BENDING OVER BACKWARDS,Phrase,11/8/05
IT'S ONE FOR THE MONEY TWO FOR THE SHOW,Song Lyrics,11/8/05
THE GORTON'S FISHERMAN,Fictional Character,11/8/05
BAKED LOBSTER RAVIOLI,On The Menu,11/9/05
COMMUTER & THE GRAVY TRAIN,Same Name,11/9/05
SOMEONE'S IN THE KITCHEN WITH DINAH,Song Lyrics,11/9/05
SILVERWARE DRAWER,In The Kitchen,11/10/05
THE PERFECT MARGARITA,On The Menu,11/10/05
SPIDER-MAN SHALL NOT LIVE BY BREAD ALONE,Before & After,11/10/05
A DOG CHASING ITS TAIL,Living Thing,11/10/05
FRUITY UMBRELLA,Thing,11/11/05
WARM FLOURLESS CHOCOLATE CAKE,On The Menu,11/11/05
I'LL START MY DIET TOMORROW,Phrase,11/11/05
YEARLONG CENTENNIAL CELEBRATION,Event,11/14/05
FINAL BOARDING CALL OF THE WILD,Before & After,11/14/05
BANANA WALNUT BREAD PUDDING,On The Menu,11/14/05
SHAKE RATTLE AND ROLL,Song Title,11/14/05
ORCHESTRA'S BRASS SECTION,People,11/15/05
A BOWL OF FIVE-ALARM CHILI,On The Menu,11/15/05
MOTIVATIONAL & CAR STEREO SPEAKERS,Same Name,11/15/05
MAKE-YOUR-OWN SUNDAE BAR,Thing,11/15/05
***NEVER SHOWN DUE TO KATRINA***,?????,11/16/05
SHIMMERING TURQUOISE SEA,Thing,11/16/05
TIM MCGRAW & FAITH HILL,Husband & Wife,11/16/05
OYSTERS ROCKEFELLER,On The Menu,11/17/05
MORE FUN THAN A BARREL OF MONKEYS,Phrase,11/17/05
THE CITY THAT NEVER SLEEPS,Place,11/17/05
COMPOSER & LYRICIST,Show Biz,11/17/05
RICHARD SIMMONS,Proper Name,11/17/05
DRAMATIC LAVA FIELDS,Places,11/18/05
SINGLE AND READY TO MINGLE,Rhyme Time,11/18/05
BY THE DAWN'S EARLY LIGHT BEER,Before & After,11/18/05
WHITE LINEN TABLECLOTH,Around The House,11/18/05
COLLEGE ADMISSIONS OFFICER,Occupation,11/21/05
POPULAR LOCAL SURF SHOP,Place,11/21/05
VANILLA CHOCOLATE & STRAWBERRY MILK SHAKES,On The Menu,11/21/05
PICKUP BASKETBALL,Fun & Games,11/21/05
SINGER GWEN STEFANI,Proper Name,11/22/05
CORDLESS & FIRE DRILL,Same Name,11/22/05
BREAKING OPEN THE PINATA,Fun & Games,11/22/05
MANICURE AND PEDICURE,Things,11/22/05
SEASHELL BRACELETS & NECKLACES,Things,11/23/05
STUDY HALL OF FAME,Before & After,11/23/05
OH BABY BABY IT'S A BOY FOR BRITNEY SPEARS,Headline,11/23/05
ASSISTANT PRINCIPAL,Occupation,11/23/05
FOOTPRINTS IN THE SNOW,Things,11/24/05
AMERICA'S NEXT TOP MODEL TRAIN SET,Before & After,11/24/05
SIGNED PERMISSION SLIP,Thing,11/25/05
SKATING ON THIN ICE CREAM SANDWICHES,Before & After,11/25/05
CHAMELEONS AND SALAMANDERS,Living Things,11/25/05
WILD BLUEBERRY PANCAKES,On The Menu,11/28/05
HANDCRAFTED SILVER JEWELRY,Thing,11/28/05
RESTORING A CLASSIC CAR,Event,11/28/05
PRIME AGED NEW YORK STRIP STEAK,On The Menu,11/29/05
BUY LOW SELL HIGH-PITCHED VOICE,Before & After,11/29/05
FLAT-HEAD SCREWDRIVER,Around The House,11/29/05
SWAYING COCONUT PALMS,Living Things,11/30/05
PHYSICAL EDUCATION TEACHER,Occupation,11/30/05
LINGERIE DEPARTMENT OF MOTOR VEHICLES,Before & After,11/30/05
NEWS ANCHOR BRIAN WILLIAMS,Proper Name,11/30/05
PERSONAL & REALITY CHECK,Same Name,12/1/05
GOOD NIGHT SLEEP TIGHT DON'T LET THE BEDBUGS BITE,Rhyme Time,12/1/05
HOT SPRINGS ARKANSAS,On The Map,12/1/05
CLEARING CUSTOMS AND IMMIGRATION,Event,12/2/05
CHRISTMAS & VISA CARD,Same Name,12/2/05
LEMON-SCENTED FURNITURE POLISH,Around The House,12/2/05
AN OFFER YOU CAN'T REFUSE,Phrase,12/2/05
CHEERLEADERS FORMING A PYRAMID,Fun & Games,12/5/05
ALL NIGHT LONG DIVISION,Before & After,12/5/05
A BREATHTAKING SUNSET VIEW,Thing,12/5/05
CUSTOM-MADE SURFBOARD,Thing,12/6/05
OPEN-FACED TURKEY SANDWICH,On The Menu,12/6/05
HARRY POTTER AND THE HALF-BLOOD PRINCE,Best Seller,12/6/05
THANK YOU FOR NOT SMOKING,Phrase,12/6/05
PUT YOUR THINKING CAPS ON,Phrase,12/7/05
AWARD-WINNING BARBECUE SAUCE,Thing,12/7/05
THE WEATHER CHANNEL,Tv Title,12/7/05
CHOREOGRAPHED FOUNTAIN SHOW,Thing,12/8/05
PUBLIC HEALTH INSPECTOR,Occupation,12/8/05
TAKE IT EASY BY THE EAGLES,Rock On!,12/9/05
BILLIARD & MULTIPLICATION TABLES,Same Name,12/9/05
BAKED POTATO WITH SOUR CREAM AND CHIVES,On The Menu,12/9/05
CUTTING-EDGE TECHNOLOGY,Thing,12/12/05
TIED UP WITH A BOW AND ARROWS,Before & After,12/12/05
BROWSING THROUGH SOUVENIR SHOPS,Event,12/12/05
BICYCLE PLAYING CARDS,Fun & Games,12/12/05
KEY LIME PIE WITH GRAHAM CRACKER CRUST,On The Menu,12/13/05
BUYING POWER SURGE,Before & After,12/13/05
THIS COULD BE THE START OF SOMETHING BIG,Song Title,12/13/05
OVERWHELMING GENEROSITY,Thing,12/13/05
PAN-SEARED YELLOWFIN TUNA,On The Menu,12/14/05
I'VE BEEN WORKING ON THE RAILROAD,Song Title,12/14/05
ELECTRICAL & CREATIVE OUTLET,Same Name,12/15/05
NO-LIMIT POKER TOURNAMENT,Fun & Games,12/15/05
RAPUNZEL RAPUNZEL LET DOWN YOUR HAIR,Quotation,12/15/05
SIGHT FOR SORE EYES,Phrase,12/15/05
VOLUNTEER FIREFIGHTER,Person,12/15/05
FLORAL & SLEEPING ARRANGEMENTS,Same Name,12/16/05
GRAND FORKS NORTH DAKOTA,On The Map,12/16/05
DIPPING A TOE INTO THE WATER,Phrase,12/16/05
USERNAME AND PASSWORD,Things,12/16/05
SILLY GOOSE,Person,12/16/05
OFFICIALLY LICENSED MERCHANDISE,Thing,12/19/05
QUAINT COBBLESTONE STREETS,Places,12/19/05
ONE WAY OR ANOTHER,Phrase,12/19/05
BIRDS FLYING SOUTH FOR THE WINTER,Living Things,12/20/05
THE SMELL OF COOKIES BAKING IN THE OVEN,Around The House,12/20/05
FIVE-DAY WEATHER FORECAST,Thing,12/21/05
PEPPERMINT STICK LIKE GLUE,Before & After,12/21/05
I SAW MOMMY KISSING SANTA CLAUS,Song Title,12/21/05
STEAMBOAT SPRINGS,On The Map,12/21/05
ON LOCATION,Show Biz,12/21/05
BEDTIME & SUCCESS STORY,Same Name,12/22/05
MASTER CHOCOLATE MAKER,Occupation,12/22/05
AND NOW THE MOMENT YOU'VE ALL BEEN WAITING FOR,Phrase,12/22/05
HELPFUL SALES STAFF,People,12/22/05
SEEING THE NORTHERN LIGHTS,Event,12/23/05
HOT OATMEAL WITH RAISINS AND BROWN SUGAR,On The Menu,12/23/05
I KNOW THAT MY HEART WILL GO ON,Song Lyrics,12/23/05
NO PRESERVATIVES ADDED,Phrase,12/26/05
A CUDDLY PET CHIHUAHUA,Living Thing,12/26/05
WIRELESS MOUSE AND MOUSEPAD,Things,12/26/05
WIDE-BRIMMED STRAW HAT,Thing,12/27/05
PATRICIA ARQUETTE STARS IN MEDIUM,Show Biz,12/27/05
WHAT TOOK YOU SO LONG UNDERWEAR,Before & After,12/27/05
IT'S A MATTER OF TASTE,Phrase,12/27/05
TRADITIONAL SPANISH OMELETTE,On The Menu,12/28/05
A FIGMENT OF YOUR IMAGINATION,Phrase,12/28/05
IS THERE A DOCTOR IN THE HOUSE DRESSING,Before & After,12/28/05
THE DRYER'S LINT,Around The House,12/28/05
FASHION POLICE,Show Biz,12/28/05
JOHANNESBURG SOUTH AFRICA,On The Map,12/29/05
HOT ARTICHOKE SPINACH DIP,On The Menu,12/29/05
HAVING THE ENTIRE BEACH TO YOURSELF,Event,12/29/05
NEEDLE-NOSE PLIERS,Around The House,12/29/05
CONSTRUCTION FOREMAN,Occupation,12/30/05
UNSPOILED OCEAN VIEWS,Things,12/30/05
NEW YEAR'S & UNITED NATIONS RESOLUTION,Same Name,12/30/05
WOOL CREW NECK SWEATER,Around The House,12/30/05
INFLATABLE POOL TOYS,Things,1/2/06
HUGH & GOVERNMENT GRANT,Same Name,1/2/06
CHICAGO WHITE SOX CAPTURE WORLD SERIES TITLE,Headline,1/2/06
COTTON HAND TOWELS,Around The House,1/2/06
EARNING A BLACK BELT IN KARATE,Fun & Games,1/3/06
SIDE ORDER OF SPICY GUACAMOLE,On The Menu,1/3/06
COSMETIC SURGEON,Occupation,1/3/06
THE LATEST DESIGNER FASHIONS,Things,1/4/06
PAINT ROLLER DERBY,Before & After,1/4/06
ONE DOZEN GLAZED DOUGHNUTS,On The Menu,1/4/06
FLASHLIGHT BATTERIES,Around The House,1/4/06
HIGH-DEFINITION TV DINNER,Before & After,1/5/06
WAKE UP AND SMELL THE COFFEE,Phrase,1/5/06
A FRIEND IN NEED IS A FRIEND INDEED,Rhyme Time,1/5/06
PERCUSSION INSTRUMENTS,Things,1/5/06
BLIND DATES,Events,1/5/06
SUNSHINE AND BLUE SKIES,Things,1/6/06
CHEESE TORTELLINI WITH PESTO SAUCE,On The Menu,1/6/06
SAFETY DEMONSTRATION,Event,1/6/06
LEARNING HOW TO SAIL,Fun & Games,1/9/06
SMOKED NORWEGIAN SALMON,On The Menu,1/9/06
MONTGOMERY & TUSCALOOSA ALABAMA,On The Map,1/9/06
THE PEOPLE'S CHOICE AWARDS,Show Biz,1/9/06
RUMOR & PEPPER MILL,Same Name,1/10/06
THE TREASURE OF THE SIERRA MADRE,Movie Title,1/10/06
PLENTY OF GOOD SEATS STILL AVAILABLE,Phrase,1/10/06
SIDE-BY-SIDE REFRIGERATOR,In The Kitchen,1/10/06
A HECTIC SCHEDULE,Thing,1/10/06
STUNT DOUBLE CHEESEBURGER,Before & After,1/11/06
HOSTING SATURDAY NIGHT LIVE,Show Biz,1/11/06
FRESH-BAKED SOURDOUGH BREAD,On The Menu,1/11/06
BIRDS OF PARADISE,Living Things,1/11/06
FRIENDS AND NEIGHBORS,People,1/11/06
POLITICAL POLLSTER,Occupation,1/11/06
GLOBAL POSITIONING SYSTEM,Thing,1/12/06
DON'T CALL US WE'LL CALL YOU,Phrase,1/12/06
ACTRESS JESSICA ALBA,Proper Name,1/12/06
FALSE ALARM CLOCK,Before & After,1/13/06
SHADY SPOT BENEATH A PALM TREE,Place,1/13/06
HOT FUDGE BROWNIE SUNDAE,On The Menu,1/13/06
KNEE-HIGH TO A GRASSHOPPER,Phrase,1/16/06
DECORATIVE WALL TILES,Around The House,1/16/06
MADE-FOR-TELEVISION MOVIE,Show Biz,1/16/06
APPLYING FOR A PATENT,Event,1/16/06
GET OUT OF JAIL FREE CARD,Fun & Games,1/17/06
GRILLED TENDERLOIN MEDALLIONS,On The Menu,1/17/06
BALMY TROPICAL BREEZES,Things,1/17/06
HOUSEBREAKING YOUR NEW PUPPY,Event,1/17/06
TWILIGHT WINE TASTING PARTY,Event,1/18/06
OFFICIAL SCRABBLE PLAYERS DICTIONARY,Title,1/18/06
BRAISED BEEF SHORT RIBS,On The Menu,1/18/06
DEEP-DARK LONG LASTING TAN,Thing,1/19/06
BRANSON MISSOURI,On The Map,1/19/06
WINDOW MIDDLE AND AISLE SEATS,Places,1/20/06
RUSTIC COTTAGE CHEESE,Before & After,1/20/06
HAPPY TRAILS TO YOU UNTIL WE MEET AGAIN,Song Lyrics,1/20/06
METEOR SHOWER CAP,Before & After,1/23/06
THE TOWN SO NICE THEY NAMED IT TWICE,Rhyme Time,1/23/06
DOLPHINS' HISTORIC UNDEFEATED SEASON,The 70S,1/23/06
STUART LITTLE,Fictional Character,1/23/06
LIGHT BEER BELLY,Before & After,1/24/06
HOWARD COSELL ON MONDAY NIGHT FOOTBALL,Classic Tv,1/24/06
A PLATTER OF SIZZLING STEAK FAJITAS,On The Menu,1/24/06
TV COMMERCIAL DIRECTOR,Occupation,1/24/06
NOTRE DAME FIGHTING IRISH,Proper Name,1/25/06
SPECTACULAR ONE-HANDED CATCH,Thing,1/25/06
ECONOMIC & FUMBLE RECOVERY,Same Name,1/25/06
TELL ME WHERE IT HURTS,Phrase,1/25/06
TOUCHDOWN & WEDDING RECEPTION,Same Name,1/26/06
HOMEMADE MASHED POTATOES,On The Menu,1/26/06
CRUISING TO AN EASY VICTORY,Phrase,1/26/06
TRAINING CAMP SING-ALONG,Before & After,1/27/06
A HUGE BILLBOARD IN TIMES SQUARE,Thing,1/27/06
RECHARGEABLE BEARD AND MUSTACHE TRIMMER,Around The House,1/27/06
SCHOOL OF HARD KNOCKS,Phrase,1/27/06
GETTING YOUR FEET WET,Phrase,1/30/06
TUPPERWARE & BACHELOR PARTY,Same Name,1/30/06
CONTACT LENS CASE,Thing,1/30/06
PARENTS OF TWINS,People,1/30/06
AMATEUR BOXER SHORTS,Before & After,1/31/06
GRILLED ASPARAGUS,On The Menu,1/31/06
LIVING THE ISLAND LIFESTYLE,Phrase,1/31/06
TENANTS AND LANDLORDS,People,1/31/06
JACKSON MISSISSIPPI,On The Map,1/31/06
BUSINESS LUNCH,Event,1/31/06
IRONMAN TRIATHLON COMPETITION,Fun & Games,2/1/06
ALPHABETICAL & TAKEOUT ORDER,Same Name,2/1/06
PERSONALIZED STATIONERY,Around The House,2/1/06
